tracking_number,carrier,status,error_message,service,service_code,weight_kg,weight_lbs,is_dimensional_weight,origin_city,origin_state,origin_country,destination_city,destination_state,destination_country,distance_km,distance_miles,transport_mode,emission_factor,total_emissions_kg_co2e,main_transit_emissions_kg,last_mile_emissions_kg,trees_needed_1_year,equivalent_miles_driven
TBA324023498261,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.89,4.167,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0213,0.0176,0.0038,0,0.1
TBA323964134992,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.04,2.293,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0065,0.0044,0.0021,0,0
TBA324045703942,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,2.62,5.776,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0175,0.0175,0,0,0
TBA324012380287,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.397,3.079,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0158,0.013,0.0028,0,0
TBA324045847494,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.4,3.086,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0087,0.0059,0.0028,0,0
TBA324059517951,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.77,6.107,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0173,0.0117,0.0055,0,0
9488809000276106897370,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324047299311,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,10.707,23.604,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0715,0.0715,0,0,0.2
TBA324036663771,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.624,3.579,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0183,0.0151,0.0032,0,0
TBA324038467556,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,24.539,54.1,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.3053,0.2563,0.0491,0.01,0.8
TBA324056727543,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.72,8.201,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0232,0.0158,0.0074,0,0.1
TBA324065664094,Amazon,success,,Amazon Fresh Delivery,AMAZON_FRESH,6.33,13.955,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0423,0.0423,0,0,0.1
TBA324018278292,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,35.594,78.47,TRUE,Windsor,CT,US,Worcester,MA,US,84.81,52.7,truck_average,0.127,0.4546,0.3834,0.0712,0.02,1.1
8033191819252516182417172019,tnt,unsupported,No credentials configured for carrier: tnt,,,,,,,,,,,,,,,,,,,,
TBA323990281143,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.15,2.535,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0072,0.0049,0.0023,0,0
TBA324059745147,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.41,3.109,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,last_mile,0.2,0.0206,0.0206,0,0,0.1
1ZB36G500307082131,UPS,success,,UPS Ground,518,1.451,3.2,FALSE,BETHLEHEM,PA,US,WORCESTER,MA,US,350.26,217.64,truck_average,0.127,0.0675,0.0646,0.0029,0,0.2
22479200190381925310086418,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324044084290,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.36,0.794,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0045,0.0038,0.0007,0,0
TBA324046964315,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.28,0.617,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0032,0.0026,0.0006,0,0
TBA324045134028,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.224,2.699,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0152,0.0128,0.0024,0,0
TBA323965917289,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.16,2.557,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0144,0.0121,0.0023,0,0
92612903290744100056492333,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324056085708,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.306,2.88,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0163,0.0136,0.0026,0,0
TBA324027719923,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.09,4.608,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.013,0.0089,0.0042,0,0
TBA324066293352,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.598,3.524,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0181,0.0149,0.0032,0,0
TBA324019526998,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.65,8.047,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0454,0.0381,0.0073,0,0.1
TBA324047078666,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.368,5.22,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0267,0.022,0.0047,0,0.1
TBA324045457396,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.246,2.746,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0078,0.0053,0.0025,0,0
TBA323880858874,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.166,2.57,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0073,0.0049,0.0023,0,0
TBA324045220740,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,2.483,5.474,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0166,0.0166,0,0,0
TBA324045954681,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.951,2.097,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0059,0.004,0.0019,0,0
9361289725253390690951,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9502793285,dhl,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324038166622,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,15.6,34.391,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0973,0.0661,0.0312,0,0.2
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,0.68,1.499,FALSE,PATASKALA,OH,US,WORCESTER,MA,US,946.28,587.99,truck_average,0.127,0.0831,0.0817,0.0014,0,0.2
TBA324046048832,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.768,6.102,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0173,0.0117,0.0055,0,0
TBA324059511980,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.48,3.263,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0092,0.0063,0.003,0,0
TBA324066866733,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,11.758,25.922,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0734,0.0499,0.0235,0,0.2
TBA324045792827,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.224,2.699,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0138,0.0114,0.0024,0,0
TBA324049321887,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,7.87,17.35,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0491,0.0334,0.0157,0,0.1
TBA32239467,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.493,3.291,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0093,0.0063,0.003,0,0
TBA324068127928,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,9.655,21.286,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0603,0.0409,0.0193,0,0.1
TBA324066549549,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.318,2.905,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0082,0.0056,0.0026,0,0
TBA324048374452,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.299,11.682,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0331,0.0225,0.0106,0,0.1
TBA3240438,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.4,3.086,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0087,0.0059,0.0028,0,0
TBA324046978009,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.241,4.941,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0253,0.0208,0.0045,0,0.1
TBA324065401245,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.892,8.58,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0484,0.0406,0.0078,0,0.1
TBA324042674814,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.566,3.452,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0098,0.0066,0.0031,0,0
TBA324045434757,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,4.89,10.781,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0305,0.0207,0.0098,0,0.1
TBA323882231663,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.374,3.028,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0155,0.0128,0.0027,0,0
TBA323981598255,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.42,3.131,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0089,0.006,0.0028,0,0
TBA324044369239,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,40.521,89.334,TRUE,Windsor,CT,US,Worcester,MA,US,84.81,52.7,truck_average,0.127,0.5175,0.4364,0.081,0.02,1.3
TBA324051688005,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.34,2.954,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0084,0.0057,0.0027,0,0
TBA324047325126,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.49,3.285,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0093,0.0063,0.003,0,0
TBA324066710044,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.55,3.417,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0097,0.0066,0.0031,0,0
TBA324043881425,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.72,3.792,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0107,0.0073,0.0034,0,0
1ZW0Y5802982192830,UPS,success,,UPS Next Day Air Saver®,556,0.272,0.6,FALSE,JEFFERSONVILLE,IN,US,WORCESTER,MA,US,1263.36,785.01,truck_average,0.127,0.0442,0.0437,0.0005,0,0.1
TBA324036783516,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.145,2.525,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0143,0.012,0.0023,0,0
TBA323946797323,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.4,3.086,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0158,0.013,0.0028,0,0
TBA324066077214,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.5,1.102,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0031,0.0021,0.001,0,0
SBBTFP7TKS_001_V,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
TBA324067652367,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.59,3.505,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0106,0.0106,0,0,0
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,1.09,2.403,FALSE,FLORENCE,NJ,US,WORCESTER,MA,US,346.84,215.52,truck_average,0.127,0.0502,0.048,0.0022,0,0.1
TBA324022151057,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,4.02,8.863,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0454,0.0374,0.008,0,0.1
TBA324048001820,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.47,5.445,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0154,0.0105,0.0049,0,0
TBA324062747752,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.64,1.411,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0072,0.0059,0.0013,0,0
TBA324047819030,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.977,4.359,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0223,0.0184,0.004,0,0.1
TBA324045612565,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.76,3.88,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.011,0.0075,0.0035,0,0
TBA324049463854,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.92,2.028,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0057,0.0039,0.0018,0,0
TBA323965137771,Amazon,success,,Amazon Fresh Delivery,AMAZON_FRESH,2.402,5.296,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.016,0.016,0,0,0
TBA324024764434,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.82,4.012,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0206,0.0169,0.0036,0,0.1
TBA324046830024,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.46,5.423,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0154,0.0104,0.0049,0,0
TBA321964802865,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.41,7.518,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0424,0.0356,0.0068,0,0.1
TBA321964802865,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.41,7.518,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0424,0.0356,0.0068,0,0.1
TBA324049116154,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.42,5.335,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0151,0.0103,0.0048,0,0
TBA324054340919,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.23,7.121,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0202,0.0137,0.0065,0,0
TBA324045832777,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.197,2.638,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0075,0.0051,0.0024,0,0
TBA324059197914,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,9.52,20.988,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0636,0.0636,0,0,0.2
TBA323972766016,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,2.6,5.732,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0174,0.0174,0,0,0
352553711214438,fedex,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA323892063018,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.03,2.271,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0064,0.0044,0.0021,0,0
TBA324045184268,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,19.726,43.487,TRUE,Windsor,CT,US,Worcester,MA,US,84.81,52.7,truck_average,0.127,0.2519,0.2125,0.0395,0.01,0.6
TBA324045736942,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,7.58,16.711,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0473,0.0321,0.0152,0,0.1
9361289725253390909848,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324047727304,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.95,4.299,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.013,0.013,0,0,0
TBA324047196496,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.4,3.086,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0174,0.0146,0.0028,0,0
TBA324049274131,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.71,3.77,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0107,0.0073,0.0034,0,0
TBA323670881399,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.28,2.822,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.008,0.0054,0.0026,0,0
TBA323962195256,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.18,4.806,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0136,0.0092,0.0044,0,0
TBA324065425792,Amazon,success,,Amazon Fresh Delivery,AMAZON_FRESH,3.38,7.452,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0226,0.0226,0,0,0.1
9261290223382058251389,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZXH04530368252908,UPS,success,,UPS Ground,518,2.359,5.2,FALSE,SEATTLE,WA,US,WORCESTER,MA,US,3960.8,2461.13,truck_average,0.127,1.1912,1.1865,0.0047,0.06,2.9
TBA324001847247,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.074,4.571,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0129,0.0088,0.0041,0,0
TBA324065659042,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.13,4.696,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0241,0.0198,0.0043,0,0.1
TBA323887824984,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,22.48,49.56,FALSE,Avenel,NJ,US,Worcester,MA,US,278.74,173.2,truck_average,0.127,0.8408,0.7958,0.045,0.04,2.1
TBA324066387521,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.69,1.521,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0043,0.0029,0.0014,0,0
TBA324011238203,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.8,3.968,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0224,0.0188,0.0036,0,0.1
TBA323925193201,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,13.6,29.983,FALSE,Windsor,CT,US,Worcester,MA,US,84.81,52.7,truck_average,0.127,0.1737,0.1465,0.0272,0.01,0.4
TBA323802509517,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,4.63,10.207,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0289,0.0196,0.0093,0,0.1
TBA324066642624,Amazon,success,,Amazon Fresh Delivery,AMAZON_FRESH,45.614,100.561,TRUE,Avenel,NJ,US,Worcester,MA,US,278.74,173.2,last_mile,0.2,2.5429,2.5429,0,0.12,6.3
9488809000276106897387,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA323981586133,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,4.14,9.127,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0258,0.0176,0.0083,0,0.1
1ZGH62260306212239,UPS,success,,UPS Ground,518,1.814,4,FALSE,GARLAND,TX,US,WORCESTER,MA,US,2414.74,1500.45,truck_average,0.127,0.56,0.5564,0.0036,0.03,1.4
TBA324045417410,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,47.911,105.626,TRUE,Windsor,CT,US,Worcester,MA,US,84.81,52.7,truck_average,0.127,0.6119,0.516,0.0958,0.03,1.5
9534612165075239195144,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA323992990808,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,4.149,9.148,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0277,0.0277,0,0,0.1
TBAQT067287643,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.899,4.186,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0214,0.0176,0.0038,0,0.1
TBA324067587643,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.695,3.737,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0106,0.0072,0.0034,0,0
TBA323980457833,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.81,8.4,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0238,0.0162,0.0076,0,0.1
TBA324053960128,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.16,0.353,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.001,0.0007,0.0003,0,0
TBA324053507725,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,13.21,29.123,FALSE,Windsor,CT,US,Worcester,MA,US,84.81,52.7,truck_average,0.127,0.1687,0.1423,0.0264,0.01,0.4
TBA324023313955,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,7.64,16.843,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0863,0.071,0.0153,0,0.2
TBA324048158572,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.7,5.952,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0168,0.0114,0.0054,0,0
S155519382,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
1Z8Y25680303568947,UPS,success,,UPS Ground,518,2.449,5.4,FALSE,ATLANTA,GA,US,WORCESTER,MA,US,1451.11,901.68,truck_average,0.127,0.4563,0.4514,0.0049,0.02,1.1
TBA323978749810,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.074,4.571,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0234,0.0193,0.0041,0,0.1
TBA323960822016,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.713,5.981,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0169,0.0115,0.0054,0,0
TBA323977406177,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.83,4.034,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0114,0.0078,0.0037,0,0
TBA324031364266,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.15,2.535,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.013,0.0107,0.0023,0,0
TBA324045844929,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.368,5.22,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0148,0.01,0.0047,0,0
TBA324002366127,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.86,6.305,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0323,0.0266,0.0057,0,0.1
TBA3240663,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,9.2,20.283,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0574,0.039,0.0184,0,0.1
TBA324059246944,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.374,3.028,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0171,0.0143,0.0027,0,0
8FB51D6C0F91014FF,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
9341920111411128449610,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324067383868,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.89,4.167,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0126,0.0126,0,0,0
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,1.86,4.101,FALSE,Lebanon,IN,US,Worcester,MA,US,1253.77,779.05,truck_average,0.127,0.2999,0.2962,0.0037,0.01,0.7
TBA324065974050,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.89,6.371,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.018,0.0123,0.0058,0,0
1ZV1155F0342871768,UPS,success,,UPS Ground,518,1.814,4,FALSE,OAKMONT,PA,US,WORCESTER,MA,US,699.38,434.57,truck_average,0.127,0.1648,0.1612,0.0036,0.01,0.4
1ZV1155F0342871768,UPS,success,,UPS Ground,518,1.814,4,FALSE,OAKMONT,PA,US,WORCESTER,MA,US,699.38,434.57,truck_average,0.127,0.1648,0.1612,0.0036,0.01,0.4
1Z45A0T80313516869,ups,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
